episode,avg_reward
100000,-0.13452634526345444
200000,-0.11618308091540563
300000,-0.10843202810675891
400000,-0.10030150075375088
500000,-0.09507219014438024
600000,-0.09149515249192047
700000,-0.08900298428997917
800000,-0.08722510903138771
900000,-0.08513231681368702
1000000,-0.08311358311358512
1100000,-0.08111280101163895
1200000,-0.08047173372644678
1300000,-0.07966159973969249
1400000,-0.07845041317886631
1500000,-0.07730638487092217
1600000,-0.07635536022209949
1700000,-0.07527857369327806
1800000,-0.07451726362069964
1900000,-0.07378661778242698
2000000,-0.07263553631776554
2100000,-0.07202170096271186
2200000,-0.07139366881530128
2300000,-0.07080263947940565
2400000,-0.07022273759280409
2500000,-0.06976922790768558
2600000,-0.06912848812633797
2700000,-0.06870632174307907
2800000,-0.06827734581333371
2900000,-0.0679348510120138
3000000,-0.0676723558907812
3100000,-0.06714227972331097
3200000,-0.06656127080039229
3300000,-0.06611365639807165
3400000,-0.06592693115497458
3500000,-0.0654453044129407
3600000,-0.06507404585389649
3700000,-0.06470393640646786
3800000,-0.06437804325737842
3900000,-0.0640775805327116
4000000,-0.06371739092934639
4100000,-0.06344440571814842
4200000,-0.06312918169742414
4300000,-0.06303699140395104
4400000,-0.06282228700506316
4500000,-0.06263545836343277
4600000,-0.06242599183173617
4700000,-0.062088523848620736
4800000,-0.061918137899610835
4900000,-0.06173235953721465
5000000,-0.06150061230012083
5100000,-0.06128314927120424
5200000,-0.060994146345025854
5300000,-0.06090623790683474
5400000,-0.06072315939317472
5500000,-0.06056519283003144
5600000,-0.06038902864089579
5700000,-0.060301589526591794
5800000,-0.0601210448484528
5900000,-0.059963399993792604
6000000,-0.059867426644567255
6100000,-0.05968550158778281
6200000,-0.059524364439409484
6300000,-0.05933056497310049
6400000,-0.059178524871640444
6500000,-0.05909293216813899
6600000,-0.05890122104563526
6700000,-0.0587947848947392
6800000,-0.05864199391793465
6900000,-0.05847515340219111
7000000,-0.058298151185445415
7100000,-0.05831416314283471
7200000,-0.05817723030238843
7300000,-0.058038021649039505
7400000,-0.057868115928119024
7500000,-0.05774567436608489
7600000,-0.057668362851097034
7700000,-0.05753533214744277
7800000,-0.05749007147308286
7900000,-0.057419943977204915
8000000,-0.05731250716406038
8100000,-0.057140932980358765
8200000,-0.05704067768788471
8300000,-0.056864283959550364
8400000,-0.05676595913880339
8500000,-0.05664212431083657
8600000,-0.05654058796983479
8700000,-0.05647058120351411
8800000,-0.05638512004376234
8900000,-0.05633753441994629
9000000,-0.05632128403569765
9100000,-0.0561924237574077
9200000,-0.05608500609619465
9300000,-0.05597737161046794
9400000,-0.05591633573577762
9500000,-0.05580800587452409
9600000,-0.05575005789062759
9700000,-0.05567516037887992
9800000,-0.055591281182780415
9900000,-0.05550051065661385
10000000,-0.055400755540073225
