episode,avg_reward
100000,-0.06430999999999955
200000,-0.0622324999999999
300000,-0.06270833333333413
400000,-0.06177750000000025
500000,-0.06195399999999913
600000,-0.061221666666666855
700000,-0.06070214285714335
800000,-0.060655625000000934
900000,-0.06007388888889048
1000000,-0.05960900000000187
1100000,-0.059490909090910614
1200000,-0.05883375000000149
1300000,-0.058918076923077004
1400000,-0.05903535714285739
1500000,-0.05892799999999938
1600000,-0.058533125000000394
1700000,-0.05828588235294099
1800000,-0.05812277777777861
1900000,-0.058013421052631825
2000000,-0.05789250000000018
2100000,-0.05789333333333284
2200000,-0.05781318181818247
2300000,-0.057725000000000574
2400000,-0.057973541666667724
2500000,-0.05804739999999981
2600000,-0.058058846153846266
2700000,-0.058002592592592606
2800000,-0.057985357142857775
2900000,-0.05803431034482925
3000000,-0.05806666666666815
3100000,-0.05804612903225881
3200000,-0.058013750000001266
3300000,-0.05826272727272846
3400000,-0.05809264705882541
3500000,-0.058085285714287435
3600000,-0.05813666666666946
3700000,-0.05829337837838125
3800000,-0.05825434210526628
3900000,-0.058251666666669595
4000000,-0.05843887500000337
4100000,-0.058356097560978606
4200000,-0.058437976190478344
4300000,-0.058304302325583285
4400000,-0.058330113636365144
4500000,-0.05834000000000215
4600000,-0.05837086956521846
4700000,-0.05833893617021349
4800000,-0.05835947916666797
4900000,-0.05836224489796037
5000000,-0.058404700000001815
5100000,-0.058501274509805724
5200000,-0.05853528846154135
5300000,-0.058515754716983885
5400000,-0.05848546296296474
5500000,-0.058480363636365766
5600000,-0.05844401785714561
5700000,-0.05845210526316064
5800000,-0.05848431034483034
5900000,-0.05848576271186674
6000000,-0.058536333333335376
6100000,-0.05856983606557556
6200000,-0.05853806451612991
6300000,-0.05847420634920756
6400000,-0.05843937500000043
6500000,-0.05838384615384574
6600000,-0.05841560606060611
6700000,-0.05833925373134304
6800000,-0.05830874999999936
6900000,-0.05831442028985555
7000000,-0.05835828571428555
7100000,-0.05837288732394302
7200000,-0.05834555555555494
7300000,-0.058339999999998796
7400000,-0.05834418918918863
7500000,-0.0584146666666657
7600000,-0.05833624999999897
7700000,-0.058376623376622444
7800000,-0.058380192307691786
7900000,-0.05839468354430425
8000000,-0.05847387500000111
8100000,-0.05847018518518725
8200000,-0.058407500000001514
8300000,-0.058437530120482695
8400000,-0.05845589285714363
8500000,-0.058480764705883065
8600000,-0.058458197674419024
8700000,-0.0584528735632199
8800000,-0.05844926136363742
8900000,-0.058505337078652506
9000000,-0.05846261111111329
9100000,-0.05843851648351831
9200000,-0.05848130434782851
9300000,-0.05848360215054021
9400000,-0.05844335106383232
9500000,-0.05849447368421305
9600000,-0.05846015625000197
9700000,-0.058500773195877785
9800000,-0.058459540816328676
9900000,-0.05844454545454685
10000000,-0.058422250000000925
