episode,avg_reward
100000,-0.059815000000000305
200000,-0.058762500000000155
300000,-0.05909666666666651
400000,-0.057623750000000404
500000,-0.058285000000000205
600000,-0.0575375000000018
700000,-0.05761214285714367
800000,-0.057144374999999956
900000,-0.05750166666666615
1000000,-0.05666850000000055
1100000,-0.05619590909091009
1200000,-0.05578375000000019
1300000,-0.05573384615384689
1400000,-0.05539857142857214
1500000,-0.05493333333333525
1600000,-0.05480843750000276
1700000,-0.0544226470588265
1800000,-0.05446138888889201
1900000,-0.05449947368421334
2000000,-0.05447025000000362
2100000,-0.05430666666666948
2200000,-0.05426386363636752
2300000,-0.05432521739130823
2400000,-0.054303541666670944
2500000,-0.05445540000000304
2600000,-0.05445384615384955
2700000,-0.054395555555558806
2800000,-0.05427232142857429
2900000,-0.054379310344829714
3000000,-0.05440783333333663
3100000,-0.05433387096774499
3200000,-0.05436921875000212
3300000,-0.0545001515151528
3400000,-0.05453352941176471
3500000,-0.05450114285714264
3600000,-0.05457597222222128
3700000,-0.05450108108108015
3800000,-0.054471710526315
3900000,-0.05440858974358714
4000000,-0.05444212499999733
4100000,-0.05439207317072771
4200000,-0.05439785714285194
4300000,-0.05434174418604235
4400000,-0.05427920454544991
4500000,-0.05419266666666266
4600000,-0.05416597826086625
4700000,-0.054075531914889285
4800000,-0.053980208333329054
4900000,-0.05388571428571029
5000000,-0.05394659999999633
5100000,-0.05386205882352529
5200000,-0.05382807692307351
5300000,-0.05378839622641176
5400000,-0.053768333333329796
5500000,-0.05374199999999612
5600000,-0.05375866071428166
5700000,-0.05374508771929449
5800000,-0.053720172413789694
5900000,-0.05367966101694545
6000000,-0.05364308333332969
6100000,-0.05356032786884832
6200000,-0.05349895161289974
6300000,-0.053470079365076424
6400000,-0.05357140624999597
6500000,-0.05353323076922702
6600000,-0.05356977272726848
6700000,-0.05355828358208496
6800000,-0.053538088235289355
6900000,-0.05361333333332863
7000000,-0.05366378571428144
7100000,-0.053676619718304605
7200000,-0.05366090277777272
7300000,-0.05357157534246119
7400000,-0.053497567567564616
7500000,-0.0534835999999963
7600000,-0.05344098684210253
7700000,-0.05343480519480219
7800000,-0.05346737179486812
7900000,-0.0534181012658185
8000000,-0.05336312499999635
8100000,-0.053384259259256016
8200000,-0.05343871951219163
8300000,-0.053465240963853175
8400000,-0.05343696428571184
8500000,-0.053437823529410795
8600000,-0.0533886046511617
8700000,-0.05336201149425219
8800000,-0.05335704545454417
8900000,-0.053386685393257735
9000000,-0.053413777777777345
9100000,-0.05338324175824144
9200000,-0.053409782608695555
9300000,-0.053387419354838636
9400000,-0.053365851063829926
9500000,-0.053335842105264174
9600000,-0.05335744791666769
9700000,-0.053403505154639506
9800000,-0.05336969387755132
9900000,-0.05337262626262626
10000000,-0.0533479500000014
