episode,avg_reward
100000,-0.11227612276122766
200000,-0.10786553932769631
300000,-0.10844202814009338
400000,-0.10837027092567547
500000,-0.10731821463642699
600000,-0.10628934381557179
700000,-0.10633729476756397
800000,-0.1053307566634455
900000,-0.10525178361309316
1000000,-0.10508010508010376
1100000,-0.10511236828396953
1200000,-0.10530133775111301
1300000,-0.10565931204562315
1400000,-0.10541971815694094
1500000,-0.10507707005138028
1600000,-0.10491537807211118
1700000,-0.10510065005920816
1800000,-0.1051906139947866
1900000,-0.10536268703299512
2000000,-0.10528180264090482
2100000,-0.10518219294390382
2200000,-0.10531027514103679
2300000,-0.10525526315446358
2400000,-0.10520629383596017
2500000,-0.1050322420129019
2600000,-0.10500907884965066
2700000,-0.10494022405193962
2800000,-0.10489825174937915
2900000,-0.10479865682712639
3000000,-0.10478953492984658
3100000,-0.10475374346894933
3200000,-0.10460675143960994
3300000,-0.10449215287640876
3400000,-0.10440532482509449
3500000,-0.10431402980400716
3600000,-0.10428044563345648
3700000,-0.1043996228107079
3800000,-0.10423265900859405
3900000,-0.10416951388961868
4000000,-0.1042969010742249
4100000,-0.10422490346948905
4200000,-0.104153477179401
4300000,-0.10409014048607784
4400000,-0.10402400091454435
4500000,-0.10394346754298933
4600000,-0.10403089218062489
4700000,-0.10397757531437325
4800000,-0.10380752162656111
4900000,-0.10386736813618909
5000000,-0.10377352075469462
5100000,-0.10371178504151823
5200000,-0.103782135342709
5300000,-0.10369266107407614
5400000,-0.10364863030529031
5500000,-0.10378156432390821
5600000,-0.10372626852253532
5700000,-0.10371545679217142
5800000,-0.10364751787024523
5900000,-0.1035878989131868
6000000,-0.10360993393497518
6100000,-0.10362190223308429
6200000,-0.10368154898088049
6300000,-0.10373112757635546
6400000,-0.10376189121278347
6500000,-0.1037397082676381
6600000,-0.10369956116658974
6700000,-0.10366165726292244
6800000,-0.10372604466558157
6900000,-0.103816029538539
7000000,-0.10381287197325112
7100000,-0.10383205687773862
7200000,-0.10383126442099405
7300000,-0.10387138409195606
7400000,-0.10388177079481838
7500000,-0.10390134718683251
7600000,-0.10386639524556526
7700000,-0.10388196154309823
7800000,-0.1038770004970381
7900000,-0.10388602580834506
8000000,-0.10383907547987292
8100000,-0.10380260540771935
8200000,-0.10384001266340738
8300000,-0.10386748239366424
8400000,-0.1038816195097071
8500000,-0.10388336516273727
8600000,-0.10388983766159862
8700000,-0.10387271308880773
8800000,-0.10381364816062984
8900000,-0.10378276446996143
9000000,-0.10385212265022338
9100000,-0.10383259382774349
9200000,-0.1038097938923541
9300000,-0.1038614090173413
9400000,-0.10387091530540164
9500000,-0.10387990567155517
9600000,-0.10387610457041378
9700000,-0.10388222720433947
9800000,-0.10384455141269501
9900000,-0.10381783876946342
10000000,-0.10382306038229232
