episode,avg_reward
10,-0.6
20,-0.45
30,-0.4333333333333333
40,-0.4
50,-0.32
60,-0.43333333333333324
70,-0.5142857142857142
80,-0.4749999999999999
90,-0.4333333333333333
100,-0.3899999999999999
110,-0.409090909090909
120,-0.40833333333333327
130,-0.3576923076923076
140,-0.3857142857142857
150,-0.35333333333333333
160,-0.34375
170,-0.3352941176470589
180,-0.338888888888889
190,-0.3078947368421054
200,-0.31500000000000006
210,-0.30000000000000004
220,-0.32272727272727275
230,-0.32608695652173914
240,-0.32291666666666663
250,-0.3319999999999999
260,-0.3307692307692307
270,-0.32592592592592584
280,-0.33571428571428563
290,-0.3448275862068965
300,-0.33999999999999997
310,-0.3338709677419355
320,-0.3390624999999999
330,-0.3287878787878787
340,-0.3220588235294117
350,-0.31571428571428567
360,-0.31527777777777777
370,-0.30945945945945946
380,-0.30131578947368426
390,-0.2871794871794872
400,-0.2887500000000001
410,-0.29390243902439034
420,-0.2821428571428572
430,-0.2930232558139535
440,-0.3
450,-0.29333333333333333
460,-0.27173913043478254
470,-0.27765957446808504
480,-0.2843749999999999
490,-0.2826530612244897
500,-0.2809999999999999
510,-0.28725490196078424
520,-0.2778846153846153
530,-0.2877358490566037
540,-0.287962962962963
550,-0.2899999999999999
560,-0.2919642857142856
570,-0.29210526315789465
580,-0.29051724137931023
590,-0.2889830508474576
600,-0.28416666666666657
610,-0.2844262295081967
620,-0.2830645161290323
630,-0.2801587301587302
640,-0.2718750000000001
650,-0.27076923076923076
660,-0.2613636363636364
670,-0.26044776119402996
680,-0.26691176470588246
690,-0.2746376811594204
700,-0.2714285714285716
710,-0.26267605633802826
720,-0.25555555555555565
730,-0.26027397260273977
740,-0.25540540540540546
750,-0.2533333333333334
760,-0.24671052631578952
770,-0.24220779220779223
780,-0.24423076923076925
790,-0.23797468354430384
800,-0.23375
810,-0.2382716049382716
820,-0.23231707317073172
830,-0.2319277108433735
840,-0.2273809523809524
850,-0.2270588235294118
860,-0.22209302325581398
870,-0.21724137931034487
880,-0.20454545454545464
890,-0.2022471910112361
900,-0.19500000000000012
910,-0.192857142857143
920,-0.18858695652173932
930,-0.18333333333333351
940,-0.18670212765957464
950,-0.1863157894736843
960,-0.18906250000000008
970,-0.1881443298969073
980,-0.18673469387755107
990,-0.18686868686868693
1000,-0.19100000000000003
