episode,avg_reward
10,-0.4
20,-0.25
30,-0.2333333333333333
40,-0.15000000000000002
50,-0.16000000000000003
60,-0.25000000000000006
70,-0.21428571428571438
80,-0.2000000000000001
90,-0.22222222222222232
100,-0.21000000000000008
110,-0.2272727272727274
120,-0.2750000000000001
130,-0.26153846153846155
140,-0.275
150,-0.2566666666666667
160,-0.25312499999999993
170,-0.23823529411764696
180,-0.23055555555555546
190,-0.213157894736842
200,-0.20249999999999987
210,-0.18333333333333324
220,-0.17727272727272717
230,-0.15217391304347816
240,-0.12708333333333324
250,-0.14599999999999988
260,-0.12307692307692293
270,-0.13333333333333316
280,-0.13214285714285698
290,-0.1344827586206895
300,-0.12999999999999987
310,-0.13387096774193538
320,-0.16093749999999993
330,-0.1499999999999999
340,-0.1323529411764705
350,-0.12571428571428564
360,-0.11111111111111106
370,-0.10405405405405402
380,-0.09999999999999998
390,-0.11282051282051281
400,-0.12
410,-0.12682926829268296
420,-0.12380952380952386
430,-0.12325581395348846
440,-0.12045454545454551
450,-0.12000000000000006
460,-0.12608695652173918
470,-0.12021276595744687
480,-0.12187500000000004
490,-0.12346938775510204
500,-0.12299999999999998
510,-0.13235294117647056
520,-0.13173076923076918
530,-0.1330188679245283
540,-0.14722222222222223
550,-0.13272727272727272
560,-0.13214285714285715
570,-0.13157894736842105
580,-0.1275862068965517
590,-0.1271186440677966
600,-0.12666666666666665
610,-0.1311475409836065
620,-0.12903225806451604
630,-0.13015873015873008
640,-0.12968749999999996
650,-0.12461538461538457
660,-0.1272727272727272
670,-0.12014925373134322
680,-0.1169117647058823
690,-0.12101449275362315
700,-0.11785714285714281
710,-0.11549295774647882
720,-0.1194444444444444
730,-0.11917808219178079
740,-0.11756756756756753
750,-0.11199999999999996
760,-0.10657894736842101
770,-0.09935064935064931
780,-0.09807692307692305
790,-0.09873417721518983
800,-0.10499999999999995
810,-0.10308641975308637
820,-0.10365853658536578
830,-0.10421686746987945
840,-0.10654761904761896
850,-0.10411764705882345
860,-0.10406976744186039
870,-0.10919540229885051
880,-0.11022727272727269
890,-0.10898876404494376
900,-0.11111111111111104
910,-0.10714285714285707
920,-0.10760869565217382
930,-0.11290322580645154
940,-0.11808510638297867
950,-0.11947368421052629
960,-0.11562499999999998
970,-0.11340206185567007
980,-0.10765306122448975
990,-0.11161616161616156
1000,-0.11249999999999995
